indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Active travel to school,NHS Forth Valley,S08000019,Health board,2015,2015/16 school year,13509,51.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2016,2016/17 school year,10518,53.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2017,2017/18 school year,13808,50.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2018,2018/19 school year,13932,51.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2019,2019/20 school year,10803,50.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2020,2020/21 school year,11598,52.93,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Forth Valley,S08000019,Health board,2021,2021/22 school year,11554,51.94,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2008,2008/09 school year,29306,53.32,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2009,2009/10 school year,28332,52.86,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2010,2010/11 school year,26226,50.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2011,2011/12 school year,28135,51.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2012,2012/13 school year,26290,52.32,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2013,2013/14 school year,27298,51.45,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2014,2014/15 school year,29681,50.91,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2015,2015/16 school year,29258,49.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2016,2016/17 school year,28990,51.77,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2017,2017/18 school year,29008,49.49,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2018,2018/19 school year,29156,50.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2019,2019/20 school year,28553,50.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2020,2020/21 school year,29870,53.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Grampian,S08000020,Health board,2021,2021/22 school year,28873,52.73,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2008,2008/09 school year,9861,47.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2009,2009/10 school year,9433,45.41,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2010,2010/11 school year,8591,43.68,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2011,2011/12 school year,9405,45.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2012,2012/13 school year,7953,44.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2013,2013/14 school year,9414,44.33,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2014,2014/15 school year,8312,43.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2015,2015/16 school year,9861,44.59,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2016,2016/17 school year,8160,43.35,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2017,2017/18 school year,11952,43.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2018,2018/19 school year,10238,44.45,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2019,2019/20 school year,11266,43.01,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2020,2020/21 school year,11281,46.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Highland,S08000022,Health board,2021,2021/22 school year,9057,43.68,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2008,2008/09 school year,35762,60.62,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2009,2009/10 school year,29224,61.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2010,2010/11 school year,37616,60.72,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2011,2011/12 school year,37429,60.36,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2012,2012/13 school year,39220,60.41,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2013,2013/14 school year,38840,62.15,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2014,2014/15 school year,44258,60.63,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2015,2015/16 school year,36840,60.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2016,2016/17 school year,41960,60.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2017,2017/18 school year,40078,60.89,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2018,2018/19 school year,36791,59.49,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2019,2019/20 school year,38231,58.76,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2020,2020/21 school year,42373,63.59,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Lothian,S08000024,Health board,2021,2021/22 school year,39499,61.74,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2008,2008/09 school year,266,25.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2009,2009/10 school year,873,36.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2010,2010/11 school year,517,37.71,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2011,2011/12 school year,449,45.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2012,2012/13 school year,765,42.91,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2013,2013/14 school year,819,34.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2014,2014/15 school year,883,36.53,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2015,2015/16 school year,752,33.71,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2016,2016/17 school year,826,34.52,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2017,2017/18 school year,732,32.18,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2018,2018/19 school year,812,31.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2019,2019/20 school year,774,31.22,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2020,2020/21 school year,766,33.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Orkney,S08000025,Health board,2021,2021/22 school year,847,36.78,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2008,2008/09 school year,651,28.47,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2009,2009/10 school year,619,25.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2010,2010/11 school year,859,27.33,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2011,2011/12 school year,799,26.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2012,2012/13 school year,697,24.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2013,2013/14 school year,788,26.87,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2014,2014/15 school year,693,23.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2015,2015/16 school year,685,23.42,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2016,2016/17 school year,698,25.09,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2017,2017/18 school year,544,20.11,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2018,2018/19 school year,766,25.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2019,2019/20 school year,649,23.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2020,2020/21 school year,839,29.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Shetland,S08000026,Health board,2021,2021/22 school year,840,29.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2008,2008/09 school year,0,0,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2009,2009/10 school year,297,23.74,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2010,2010/11 school year,247,27.23,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2011,2011/12 school year,348,17.65,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2012,2012/13 school year,324,20.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2013,2013/14 school year,554,18.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2014,2014/15 school year,215,17.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2015,2015/16 school year,552,18.9,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2016,2016/17 school year,479,17.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2017,2017/18 school year,560,20.54,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2018,2018/19 school year,216,20.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2019,2019/20 school year,228,11.2,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,NHS Western Isles,S08000028,Health board,2020,2020/21 school year,119,11.91,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
